@relation reservas-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0

@attribute anticipacion numeric
@attribute numeroPersonas numeric
@attribute metodoDePago {EFECTIVO,TARJETA_CREDITO,TARJETA_DEBITO,TRANSFERENCIA,PAYPAL}
@attribute clienteRecurrente {TRUE,FALSE}
@attribute diaSemana {LUNES,MARTES,MIERCOLES,JUEVES,VIERNES,SABADO,DOMINGO}
@attribute cancelada {cancelada,no_cancelada}

@data
179,9,EFECTIVO,TRUE,VIERNES,cancelada
257,4,TARJETA_CREDITO,TRUE,JUEVES,cancelada
75,9,PAYPAL,TRUE,JUEVES,cancelada
239,3,TARJETA_CREDITO,FALSE,LUNES,cancelada
218,10,TRANSFERENCIA,TRUE,SABADO,cancelada
178,4,PAYPAL,FALSE,MIERCOLES,cancelada
155,7,TARJETA_DEBITO,FALSE,MIERCOLES,cancelada
255,8,TRANSFERENCIA,TRUE,DOMINGO,cancelada
311,6,TARJETA_DEBITO,TRUE,MIERCOLES,cancelada
191,8,TARJETA_DEBITO,TRUE,MIERCOLES,cancelada
269,1,TARJETA_CREDITO,TRUE,MARTES,cancelada
101,1,TARJETA_CREDITO,FALSE,SABADO,cancelada
20,1,TRANSFERENCIA,FALSE,LUNES,cancelada
239,9,TARJETA_DEBITO,FALSE,VIERNES,cancelada
209,6,TARJETA_DEBITO,FALSE,VIERNES,cancelada
84,10,TRANSFERENCIA,TRUE,MIERCOLES,cancelada
346,3,TARJETA_CREDITO,FALSE,VIERNES,cancelada
215,1,TRANSFERENCIA,TRUE,SABADO,cancelada
283,9,TARJETA_CREDITO,TRUE,MARTES,cancelada
163,9,TRANSFERENCIA,FALSE,JUEVES,cancelada
109,7,TARJETA_DEBITO,TRUE,LUNES,cancelada
247,6,EFECTIVO,FALSE,VIERNES,cancelada
346,3,TARJETA_CREDITO,FALSE,VIERNES,cancelada
313,7,EFECTIVO,TRUE,JUEVES,cancelada
159,5,TARJETA_DEBITO,FALSE,JUEVES,cancelada
312,6,TARJETA_CREDITO,TRUE,JUEVES,cancelada
283,6,EFECTIVO,TRUE,DOMINGO,cancelada
190,10,PAYPAL,FALSE,VIERNES,cancelada
84,10,TRANSFERENCIA,TRUE,MIERCOLES,cancelada
5,2,TARJETA_CREDITO,TRUE,MARTES,cancelada
27,6,TRANSFERENCIA,TRUE,MIERCOLES,cancelada
47,3,EFECTIVO,TRUE,MARTES,cancelada
281,5,TARJETA_CREDITO,FALSE,JUEVES,cancelada
134,6,TARJETA_CREDITO,FALSE,MIERCOLES,cancelada
85,5,TRANSFERENCIA,FALSE,SABADO,cancelada
29,3,TARJETA_CREDITO,TRUE,SABADO,cancelada
199,3,TRANSFERENCIA,TRUE,LUNES,cancelada
61,6,EFECTIVO,TRUE,SABADO,cancelada
191,3,PAYPAL,TRUE,MIERCOLES,cancelada
49,9,PAYPAL,FALSE,MIERCOLES,cancelada
133,2,TARJETA_CREDITO,TRUE,JUEVES,cancelada
361,3,TRANSFERENCIA,TRUE,SABADO,cancelada
84,10,TARJETA_DEBITO,FALSE,LUNES,cancelada
292,9,EFECTIVO,FALSE,JUEVES,cancelada
109,7,TARJETA_DEBITO,TRUE,LUNES,cancelada
8,6,TARJETA_CREDITO,FALSE,MIERCOLES,cancelada
273,8,TARJETA_CREDITO,FALSE,SABADO,cancelada
138,4,TARJETA_DEBITO,TRUE,MIERCOLES,cancelada
191,2,EFECTIVO,FALSE,DOMINGO,no_cancelada
107,10,EFECTIVO,FALSE,MARTES,no_cancelada
292,6,PAYPAL,FALSE,MIERCOLES,no_cancelada
250,8,TARJETA_CREDITO,FALSE,LUNES,no_cancelada
269,3,TARJETA_DEBITO,TRUE,LUNES,no_cancelada
124,7,TARJETA_CREDITO,FALSE,VIERNES,no_cancelada
165,9,TARJETA_DEBITO,FALSE,LUNES,no_cancelada
88,5,TRANSFERENCIA,FALSE,JUEVES,no_cancelada
226,3,PAYPAL,TRUE,MARTES,no_cancelada
159,3,TARJETA_DEBITO,TRUE,SABADO,no_cancelada
333,8,TARJETA_DEBITO,FALSE,JUEVES,no_cancelada
331,2,TARJETA_CREDITO,FALSE,JUEVES,no_cancelada
12,5,TARJETA_CREDITO,FALSE,JUEVES,no_cancelada
116,10,PAYPAL,FALSE,DOMINGO,no_cancelada
150,2,PAYPAL,FALSE,MIERCOLES,no_cancelada
347,5,TARJETA_CREDITO,TRUE,JUEVES,no_cancelada
1,4,TARJETA_CREDITO,FALSE,VIERNES,no_cancelada
302,10,EFECTIVO,FALSE,MARTES,no_cancelada
44,7,PAYPAL,FALSE,SABADO,no_cancelada
32,8,TARJETA_CREDITO,TRUE,DOMINGO,no_cancelada
244,9,TARJETA_DEBITO,TRUE,MIERCOLES,no_cancelada
111,6,PAYPAL,FALSE,MIERCOLES,no_cancelada
272,3,TRANSFERENCIA,TRUE,MARTES,no_cancelada
160,10,TARJETA_DEBITO,FALSE,LUNES,no_cancelada
359,2,EFECTIVO,TRUE,JUEVES,no_cancelada
145,3,TARJETA_CREDITO,FALSE,JUEVES,no_cancelada
301,5,TRANSFERENCIA,TRUE,SABADO,no_cancelada
12,6,TARJETA_CREDITO,TRUE,LUNES,no_cancelada
179,1,PAYPAL,FALSE,DOMINGO,no_cancelada
305,7,TARJETA_DEBITO,TRUE,JUEVES,no_cancelada
117,9,TARJETA_DEBITO,TRUE,VIERNES,no_cancelada
19,6,TARJETA_DEBITO,FALSE,SABADO,no_cancelada
77,9,EFECTIVO,FALSE,SABADO,no_cancelada
349,2,TRANSFERENCIA,TRUE,VIERNES,no_cancelada
208,9,TARJETA_DEBITO,FALSE,MARTES,no_cancelada
7,3,TARJETA_DEBITO,FALSE,MIERCOLES,no_cancelada
32,1,TRANSFERENCIA,FALSE,MIERCOLES,no_cancelada
147,5,EFECTIVO,FALSE,LUNES,no_cancelada
19,6,TARJETA_DEBITO,FALSE,SABADO,no_cancelada
10,4,EFECTIVO,TRUE,LUNES,no_cancelada
35,4,TRANSFERENCIA,FALSE,MARTES,no_cancelada
334,4,TRANSFERENCIA,TRUE,SABADO,no_cancelada
119,10,TARJETA_DEBITO,TRUE,VIERNES,no_cancelada
12,7,TARJETA_DEBITO,FALSE,MARTES,no_cancelada
3,10,PAYPAL,FALSE,JUEVES,no_cancelada
18,10,EFECTIVO,TRUE,JUEVES,no_cancelada
170,2,TRANSFERENCIA,FALSE,JUEVES,no_cancelada
147,5,EFECTIVO,FALSE,LUNES,no_cancelada
331,2,TARJETA_CREDITO,FALSE,JUEVES,no_cancelada
289,2,TRANSFERENCIA,TRUE,LUNES,no_cancelada
363,6,EFECTIVO,TRUE,LUNES,no_cancelada
61,8,TRANSFERENCIA,FALSE,DOMINGO,no_cancelada
21,8,EFECTIVO,FALSE,JUEVES,no_cancelada
86,2,TARJETA_CREDITO,FALSE,MIERCOLES,no_cancelada
67,7,TARJETA_CREDITO,TRUE,LUNES,no_cancelada
238,5,PAYPAL,FALSE,SABADO,no_cancelada
206,9,PAYPAL,TRUE,JUEVES,no_cancelada
157,4,TARJETA_CREDITO,FALSE,MIERCOLES,no_cancelada
202,2,TARJETA_DEBITO,TRUE,JUEVES,no_cancelada
315,3,PAYPAL,TRUE,JUEVES,no_cancelada
179,1,PAYPAL,FALSE,DOMINGO,no_cancelada
116,9,TARJETA_CREDITO,FALSE,DOMINGO,no_cancelada
209,3,TARJETA_DEBITO,FALSE,MARTES,no_cancelada
144,9,TRANSFERENCIA,FALSE,MIERCOLES,no_cancelada
225,10,PAYPAL,FALSE,MIERCOLES,no_cancelada
44,5,TARJETA_DEBITO,TRUE,JUEVES,no_cancelada
202,2,TARJETA_DEBITO,TRUE,JUEVES,no_cancelada
26,10,TRANSFERENCIA,TRUE,LUNES,no_cancelada
1,7,EFECTIVO,FALSE,MARTES,no_cancelada
170,2,EFECTIVO,FALSE,SABADO,no_cancelada
288,5,TRANSFERENCIA,FALSE,DOMINGO,no_cancelada
293,6,TRANSFERENCIA,FALSE,SABADO,no_cancelada
213,10,EFECTIVO,TRUE,SABADO,no_cancelada
120,2,PAYPAL,TRUE,MARTES,no_cancelada
349,2,TRANSFERENCIA,TRUE,VIERNES,no_cancelada
288,9,TARJETA_DEBITO,FALSE,SABADO,no_cancelada
9,7,TRANSFERENCIA,TRUE,MIERCOLES,no_cancelada
215,8,TRANSFERENCIA,TRUE,LUNES,no_cancelada
184,8,TARJETA_CREDITO,TRUE,VIERNES,no_cancelada
250,8,TARJETA_CREDITO,FALSE,LUNES,no_cancelada
28,10,EFECTIVO,FALSE,DOMINGO,no_cancelada
3,10,PAYPAL,FALSE,JUEVES,no_cancelada
44,7,PAYPAL,FALSE,SABADO,no_cancelada
346,4,EFECTIVO,TRUE,MARTES,no_cancelada
239,2,EFECTIVO,TRUE,VIERNES,no_cancelada
239,2,TARJETA_DEBITO,FALSE,MIERCOLES,no_cancelada
111,6,TARJETA_CREDITO,FALSE,LUNES,no_cancelada
220,3,PAYPAL,TRUE,MARTES,no_cancelada
301,5,TRANSFERENCIA,TRUE,SABADO,no_cancelada
26,8,EFECTIVO,FALSE,VIERNES,no_cancelada
211,7,TRANSFERENCIA,TRUE,MIERCOLES,no_cancelada
255,8,EFECTIVO,FALSE,JUEVES,no_cancelada
143,6,PAYPAL,FALSE,VIERNES,no_cancelada
111,9,EFECTIVO,FALSE,SABADO,no_cancelada
135,10,PAYPAL,FALSE,VIERNES,no_cancelada
144,9,TRANSFERENCIA,FALSE,MIERCOLES,no_cancelada
304,4,TARJETA_CREDITO,FALSE,DOMINGO,no_cancelada
263,6,TARJETA_CREDITO,FALSE,SABADO,no_cancelada
334,4,TRANSFERENCIA,TRUE,SABADO,no_cancelada
117,9,TARJETA_DEBITO,TRUE,VIERNES,no_cancelada
9,7,TRANSFERENCIA,TRUE,MIERCOLES,no_cancelada
58,10,EFECTIVO,FALSE,DOMINGO,no_cancelada
250,8,TARJETA_CREDITO,FALSE,LUNES,no_cancelada
3,10,PAYPAL,FALSE,JUEVES,no_cancelada
97,3,TRANSFERENCIA,FALSE,MARTES,no_cancelada
24,7,EFECTIVO,TRUE,MIERCOLES,no_cancelada
164,3,PAYPAL,TRUE,LUNES,no_cancelada
60,9,PAYPAL,FALSE,LUNES,no_cancelada
41,1,PAYPAL,TRUE,DOMINGO,no_cancelada
349,3,PAYPAL,TRUE,LUNES,no_cancelada
202,4,TRANSFERENCIA,FALSE,MARTES,no_cancelada
331,9,TARJETA_CREDITO,FALSE,VIERNES,no_cancelada
239,2,TARJETA_DEBITO,FALSE,MIERCOLES,no_cancelada
83,5,TARJETA_CREDITO,TRUE,VIERNES,no_cancelada
290,2,TRANSFERENCIA,TRUE,DOMINGO,no_cancelada
257,7,EFECTIVO,TRUE,LUNES,no_cancelada
225,2,TARJETA_DEBITO,FALSE,DOMINGO,no_cancelada
269,3,TARJETA_DEBITO,TRUE,LUNES,no_cancelada
363,6,TARJETA_DEBITO,FALSE,SABADO,no_cancelada
297,9,EFECTIVO,TRUE,MIERCOLES,no_cancelada
58,10,EFECTIVO,FALSE,DOMINGO,no_cancelada
112,2,EFECTIVO,FALSE,DOMINGO,no_cancelada
122,6,TARJETA_DEBITO,FALSE,MARTES,no_cancelada
292,7,TARJETA_CREDITO,TRUE,MIERCOLES,no_cancelada
104,10,TRANSFERENCIA,FALSE,DOMINGO,no_cancelada
45,1,TARJETA_CREDITO,FALSE,MARTES,no_cancelada
210,4,TRANSFERENCIA,TRUE,MARTES,no_cancelada
116,9,TARJETA_CREDITO,FALSE,DOMINGO,no_cancelada
348,9,TRANSFERENCIA,FALSE,JUEVES,no_cancelada
320,10,PAYPAL,TRUE,JUEVES,no_cancelada
248,7,TARJETA_CREDITO,FALSE,MARTES,no_cancelada
57,4,PAYPAL,FALSE,VIERNES,no_cancelada
253,7,TRANSFERENCIA,TRUE,JUEVES,no_cancelada
280,5,PAYPAL,FALSE,LUNES,no_cancelada
70,9,PAYPAL,TRUE,JUEVES,no_cancelada
79,8,TRANSFERENCIA,FALSE,LUNES,no_cancelada
108,5,PAYPAL,TRUE,JUEVES,no_cancelada
125,3,TARJETA_CREDITO,FALSE,VIERNES,no_cancelada
125,8,TRANSFERENCIA,FALSE,JUEVES,no_cancelada
35,4,TRANSFERENCIA,FALSE,MARTES,no_cancelada
245,2,TRANSFERENCIA,FALSE,MIERCOLES,no_cancelada
44,7,PAYPAL,FALSE,SABADO,no_cancelada
116,9,TARJETA_CREDITO,FALSE,DOMINGO,no_cancelada
348,9,TRANSFERENCIA,FALSE,JUEVES,no_cancelada
261,9,EFECTIVO,FALSE,VIERNES,no_cancelada
273,4,TRANSFERENCIA,TRUE,MIERCOLES,no_cancelada
119,2,EFECTIVO,TRUE,MARTES,no_cancelada
57,8,EFECTIVO,FALSE,MARTES,no_cancelada
15,4,PAYPAL,FALSE,LUNES,no_cancelada
333,5,TRANSFERENCIA,TRUE,MIERCOLES,no_cancelada
320,10,PAYPAL,TRUE,JUEVES,no_cancelada
283,3,TRANSFERENCIA,TRUE,MARTES,no_cancelada
320,10,PAYPAL,TRUE,JUEVES,no_cancelada
163,1,EFECTIVO,TRUE,MIERCOLES,no_cancelada
157,3,TARJETA_DEBITO,FALSE,SABADO,no_cancelada
244,9,TARJETA_DEBITO,TRUE,MIERCOLES,no_cancelada
192,3,PAYPAL,FALSE,MIERCOLES,no_cancelada
206,1,EFECTIVO,TRUE,DOMINGO,no_cancelada
288,9,TARJETA_DEBITO,FALSE,SABADO,no_cancelada
54,4,PAYPAL,TRUE,VIERNES,no_cancelada
86,7,TARJETA_DEBITO,FALSE,MARTES,no_cancelada
195,4,PAYPAL,FALSE,SABADO,no_cancelada
66,10,PAYPAL,FALSE,DOMINGO,no_cancelada
66,10,TARJETA_DEBITO,TRUE,JUEVES,no_cancelada
198,3,EFECTIVO,TRUE,LUNES,no_cancelada
303,9,PAYPAL,TRUE,MIERCOLES,no_cancelada
28,10,EFECTIVO,FALSE,DOMINGO,no_cancelada
68,9,PAYPAL,TRUE,MIERCOLES,no_cancelada
85,6,TRANSFERENCIA,FALSE,SABADO,no_cancelada
88,10,TARJETA_DEBITO,FALSE,VIERNES,no_cancelada
331,5,TARJETA_CREDITO,FALSE,DOMINGO,no_cancelada
303,3,EFECTIVO,TRUE,VIERNES,no_cancelada
303,3,EFECTIVO,TRUE,VIERNES,no_cancelada
123,5,TARJETA_CREDITO,TRUE,JUEVES,no_cancelada
236,2,TARJETA_DEBITO,FALSE,DOMINGO,no_cancelada
318,6,TARJETA_DEBITO,FALSE,LUNES,no_cancelada
210,4,TRANSFERENCIA,TRUE,MARTES,no_cancelada
170,6,TARJETA_DEBITO,FALSE,MARTES,no_cancelada
215,4,PAYPAL,TRUE,MIERCOLES,no_cancelada
28,10,EFECTIVO,FALSE,DOMINGO,no_cancelada
257,7,EFECTIVO,TRUE,LUNES,no_cancelada
341,10,PAYPAL,FALSE,DOMINGO,no_cancelada
269,8,EFECTIVO,FALSE,JUEVES,no_cancelada
142,6,TRANSFERENCIA,TRUE,SABADO,no_cancelada
61,8,TRANSFERENCIA,FALSE,DOMINGO,no_cancelada
111,6,TARJETA_CREDITO,FALSE,LUNES,no_cancelada
313,2,TARJETA_DEBITO,FALSE,LUNES,no_cancelada
154,10,TRANSFERENCIA,TRUE,MIERCOLES,no_cancelada
52,9,EFECTIVO,TRUE,LUNES,no_cancelada
322,1,EFECTIVO,FALSE,MARTES,no_cancelada
165,4,PAYPAL,FALSE,JUEVES,no_cancelada
303,3,EFECTIVO,TRUE,VIERNES,no_cancelada
209,3,EFECTIVO,TRUE,MIERCOLES,no_cancelada
37,8,TRANSFERENCIA,FALSE,VIERNES,no_cancelada
54,4,PAYPAL,TRUE,VIERNES,no_cancelada
233,7,TRANSFERENCIA,FALSE,MARTES,no_cancelada
263,6,TRANSFERENCIA,FALSE,JUEVES,no_cancelada
2,10,PAYPAL,TRUE,SABADO,no_cancelada
320,10,PAYPAL,TRUE,JUEVES,no_cancelada
67,7,TARJETA_CREDITO,TRUE,LUNES,no_cancelada
302,3,TRANSFERENCIA,TRUE,LUNES,no_cancelada
273,4,TARJETA_CREDITO,TRUE,VIERNES,no_cancelada
207,9,PAYPAL,TRUE,SABADO,no_cancelada
44,5,TARJETA_DEBITO,TRUE,JUEVES,no_cancelada
235,7,TARJETA_DEBITO,TRUE,DOMINGO,no_cancelada
219,10,PAYPAL,TRUE,VIERNES,no_cancelada
324,4,TARJETA_CREDITO,FALSE,VIERNES,no_cancelada
42,7,TRANSFERENCIA,FALSE,VIERNES,no_cancelada
181,2,TRANSFERENCIA,FALSE,VIERNES,no_cancelada
226,3,PAYPAL,TRUE,MARTES,no_cancelada
26,10,TRANSFERENCIA,TRUE,LUNES,no_cancelada
83,8,EFECTIVO,FALSE,MIERCOLES,no_cancelada
40,3,EFECTIVO,TRUE,VIERNES,no_cancelada
316,4,EFECTIVO,FALSE,MARTES,no_cancelada
272,7,TARJETA_DEBITO,FALSE,VIERNES,no_cancelada
37,8,TRANSFERENCIA,FALSE,VIERNES,no_cancelada
163,6,TRANSFERENCIA,TRUE,DOMINGO,no_cancelada
327,9,PAYPAL,TRUE,LUNES,no_cancelada
205,10,TARJETA_DEBITO,TRUE,MIERCOLES,no_cancelada
331,4,EFECTIVO,FALSE,SABADO,no_cancelada
174,1,TARJETA_CREDITO,TRUE,JUEVES,no_cancelada
222,8,PAYPAL,FALSE,LUNES,no_cancelada
97,6,PAYPAL,TRUE,LUNES,no_cancelada
97,10,PAYPAL,TRUE,MIERCOLES,no_cancelada
66,10,PAYPAL,FALSE,DOMINGO,no_cancelada
157,3,TARJETA_DEBITO,FALSE,SABADO,no_cancelada
103,6,TRANSFERENCIA,FALSE,VIERNES,no_cancelada
210,4,TRANSFERENCIA,TRUE,MARTES,no_cancelada
100,10,PAYPAL,TRUE,JUEVES,no_cancelada
42,2,EFECTIVO,TRUE,JUEVES,no_cancelada
282,1,TRANSFERENCIA,TRUE,JUEVES,no_cancelada
333,5,TRANSFERENCIA,TRUE,MIERCOLES,no_cancelada
239,2,EFECTIVO,TRUE,VIERNES,no_cancelada
192,3,PAYPAL,FALSE,MIERCOLES,no_cancelada
290,2,TRANSFERENCIA,TRUE,DOMINGO,no_cancelada
263,8,TRANSFERENCIA,TRUE,VIERNES,no_cancelada
166,7,TARJETA_CREDITO,FALSE,MARTES,no_cancelada
205,10,TARJETA_DEBITO,TRUE,MIERCOLES,no_cancelada
124,8,PAYPAL,TRUE,SABADO,no_cancelada
90,8,TARJETA_CREDITO,FALSE,LUNES,no_cancelada
85,6,TRANSFERENCIA,FALSE,SABADO,no_cancelada
320,10,EFECTIVO,TRUE,DOMINGO,no_cancelada
229,8,TARJETA_CREDITO,FALSE,JUEVES,no_cancelada
191,2,PAYPAL,TRUE,VIERNES,no_cancelada
299,10,TARJETA_DEBITO,FALSE,MIERCOLES,no_cancelada
234,2,EFECTIVO,TRUE,MARTES,no_cancelada
229,8,TARJETA_CREDITO,FALSE,JUEVES,no_cancelada
250,8,TARJETA_CREDITO,FALSE,LUNES,no_cancelada
255,2,TARJETA_DEBITO,FALSE,DOMINGO,no_cancelada
29,8,EFECTIVO,TRUE,SABADO,no_cancelada
68,10,EFECTIVO,TRUE,MARTES,no_cancelada
1,4,TARJETA_CREDITO,FALSE,VIERNES,no_cancelada
321,8,TRANSFERENCIA,TRUE,MIERCOLES,no_cancelada
36,1,TRANSFERENCIA,FALSE,MIERCOLES,no_cancelada
27,2,EFECTIVO,TRUE,MARTES,no_cancelada
197,2,TRANSFERENCIA,TRUE,JUEVES,no_cancelada
319,6,TRANSFERENCIA,FALSE,VIERNES,no_cancelada
314,10,TRANSFERENCIA,FALSE,VIERNES,no_cancelada
337,3,TRANSFERENCIA,FALSE,DOMINGO,no_cancelada
155,7,TRANSFERENCIA,TRUE,LUNES,no_cancelada
342,6,PAYPAL,TRUE,VIERNES,no_cancelada
281,4,TARJETA_DEBITO,FALSE,SABADO,no_cancelada
164,3,PAYPAL,TRUE,LUNES,no_cancelada
347,2,TARJETA_DEBITO,TRUE,VIERNES,no_cancelada
91,1,TARJETA_CREDITO,FALSE,SABADO,no_cancelada
75,6,EFECTIVO,TRUE,VIERNES,no_cancelada
320,10,TRANSFERENCIA,TRUE,VIERNES,no_cancelada
202,2,TRANSFERENCIA,FALSE,SABADO,no_cancelada
70,9,PAYPAL,TRUE,JUEVES,no_cancelada
153,7,EFECTIVO,TRUE,MIERCOLES,no_cancelada
90,5,PAYPAL,FALSE,DOMINGO,no_cancelada
15,4,PAYPAL,FALSE,LUNES,no_cancelada
291,6,EFECTIVO,TRUE,MIERCOLES,no_cancelada
234,8,TARJETA_DEBITO,FALSE,DOMINGO,no_cancelada
160,5,TARJETA_CREDITO,FALSE,VIERNES,no_cancelada
41,5,TARJETA_DEBITO,TRUE,MIERCOLES,no_cancelada
359,2,EFECTIVO,TRUE,JUEVES,no_cancelada
125,3,TARJETA_CREDITO,FALSE,VIERNES,no_cancelada
104,10,TRANSFERENCIA,FALSE,DOMINGO,no_cancelada
40,10,TARJETA_DEBITO,TRUE,VIERNES,no_cancelada
105,7,PAYPAL,FALSE,VIERNES,no_cancelada
214,5,EFECTIVO,TRUE,VIERNES,no_cancelada
294,10,TARJETA_DEBITO,TRUE,LUNES,no_cancelada
130,2,TARJETA_DEBITO,FALSE,VIERNES,no_cancelada
136,1,TARJETA_CREDITO,TRUE,JUEVES,no_cancelada
84,5,PAYPAL,FALSE,VIERNES,no_cancelada
21,8,TRANSFERENCIA,FALSE,MIERCOLES,no_cancelada
202,2,TRANSFERENCIA,FALSE,SABADO,no_cancelada
97,3,TRANSFERENCIA,FALSE,MARTES,no_cancelada
357,7,TARJETA_CREDITO,FALSE,MIERCOLES,no_cancelada
271,7,TARJETA_CREDITO,TRUE,MARTES,no_cancelada
89,8,EFECTIVO,FALSE,DOMINGO,no_cancelada
294,10,TARJETA_DEBITO,TRUE,LUNES,no_cancelada
12,4,PAYPAL,FALSE,DOMINGO,no_cancelada
163,6,TRANSFERENCIA,TRUE,DOMINGO,no_cancelada
117,9,TARJETA_DEBITO,TRUE,VIERNES,no_cancelada
202,5,TARJETA_CREDITO,TRUE,LUNES,no_cancelada
252,8,TRANSFERENCIA,TRUE,JUEVES,no_cancelada
349,3,PAYPAL,TRUE,LUNES,no_cancelada
257,7,EFECTIVO,TRUE,LUNES,no_cancelada
124,3,TARJETA_DEBITO,TRUE,VIERNES,no_cancelada
323,10,TARJETA_CREDITO,FALSE,DOMINGO,no_cancelada
331,6,TARJETA_CREDITO,TRUE,VIERNES,no_cancelada
197,2,TRANSFERENCIA,TRUE,JUEVES,no_cancelada
204,7,PAYPAL,TRUE,MIERCOLES,no_cancelada
86,7,TARJETA_DEBITO,FALSE,MARTES,no_cancelada
12,5,TARJETA_CREDITO,FALSE,JUEVES,no_cancelada
191,2,PAYPAL,TRUE,VIERNES,no_cancelada
28,8,TARJETA_DEBITO,FALSE,DOMINGO,no_cancelada
205,10,TARJETA_DEBITO,TRUE,MIERCOLES,no_cancelada
28,8,TARJETA_DEBITO,FALSE,DOMINGO,no_cancelada
78,1,TRANSFERENCIA,FALSE,MARTES,no_cancelada
331,2,TARJETA_CREDITO,FALSE,JUEVES,no_cancelada
21,3,PAYPAL,TRUE,DOMINGO,no_cancelada
128,5,TARJETA_CREDITO,FALSE,MIERCOLES,no_cancelada
78,1,TRANSFERENCIA,FALSE,MARTES,no_cancelada
28,10,EFECTIVO,FALSE,DOMINGO,no_cancelada
75,8,TARJETA_CREDITO,FALSE,MIERCOLES,no_cancelada
275,10,PAYPAL,TRUE,VIERNES,no_cancelada
222,8,PAYPAL,FALSE,LUNES,no_cancelada
120,2,PAYPAL,TRUE,MARTES,no_cancelada
225,10,PAYPAL,FALSE,MIERCOLES,no_cancelada
85,9,TARJETA_DEBITO,TRUE,JUEVES,no_cancelada
111,6,TARJETA_CREDITO,FALSE,LUNES,no_cancelada
233,7,TRANSFERENCIA,FALSE,MARTES,no_cancelada
353,9,EFECTIVO,TRUE,JUEVES,no_cancelada
26,5,TARJETA_DEBITO,TRUE,LUNES,no_cancelada
288,9,TARJETA_DEBITO,FALSE,SABADO,no_cancelada
346,7,PAYPAL,FALSE,VIERNES,no_cancelada
115,8,TARJETA_CREDITO,FALSE,MIERCOLES,no_cancelada
291,6,EFECTIVO,TRUE,MIERCOLES,no_cancelada
28,10,EFECTIVO,FALSE,DOMINGO,no_cancelada
136,1,TARJETA_CREDITO,TRUE,JUEVES,no_cancelada
15,3,TARJETA_CREDITO,FALSE,SABADO,no_cancelada
96,7,TARJETA_DEBITO,FALSE,LUNES,no_cancelada
303,6,PAYPAL,TRUE,SABADO,no_cancelada
294,10,TARJETA_DEBITO,TRUE,LUNES,no_cancelada
26,10,TRANSFERENCIA,TRUE,LUNES,no_cancelada
358,10,TARJETA_CREDITO,TRUE,MARTES,no_cancelada
85,9,TARJETA_DEBITO,TRUE,JUEVES,no_cancelada
228,1,TARJETA_CREDITO,TRUE,SABADO,no_cancelada
211,7,TRANSFERENCIA,TRUE,MIERCOLES,no_cancelada
322,8,TRANSFERENCIA,TRUE,DOMINGO,no_cancelada
44,7,PAYPAL,FALSE,SABADO,no_cancelada
7,9,TARJETA_DEBITO,FALSE,SABADO,no_cancelada
28,8,TARJETA_DEBITO,FALSE,DOMINGO,no_cancelada
191,3,PAYPAL,FALSE,MARTES,no_cancelada
36,4,PAYPAL,FALSE,DOMINGO,no_cancelada
163,1,EFECTIVO,TRUE,MIERCOLES,no_cancelada
191,3,TRANSFERENCIA,FALSE,LUNES,no_cancelada
43,5,TARJETA_DEBITO,TRUE,SABADO,no_cancelada
281,4,TARJETA_DEBITO,FALSE,SABADO,no_cancelada
165,6,TARJETA_DEBITO,FALSE,LUNES,no_cancelada
220,8,TARJETA_CREDITO,FALSE,JUEVES,no_cancelada
21,8,TRANSFERENCIA,FALSE,MIERCOLES,no_cancelada
119,2,EFECTIVO,TRUE,MARTES,no_cancelada
347,2,TARJETA_DEBITO,TRUE,VIERNES,no_cancelada
81,10,TARJETA_CREDITO,FALSE,MARTES,no_cancelada
62,7,TARJETA_DEBITO,FALSE,JUEVES,no_cancelada
329,1,TARJETA_DEBITO,FALSE,SABADO,no_cancelada
221,9,TRANSFERENCIA,FALSE,MARTES,no_cancelada
15,7,EFECTIVO,FALSE,LUNES,no_cancelada
91,7,TARJETA_DEBITO,FALSE,MARTES,no_cancelada
214,10,PAYPAL,FALSE,MARTES,no_cancelada
189,8,EFECTIVO,TRUE,VIERNES,no_cancelada
280,5,PAYPAL,FALSE,LUNES,no_cancelada
96,7,TARJETA_DEBITO,FALSE,LUNES,no_cancelada
335,6,EFECTIVO,TRUE,LUNES,no_cancelada
100,10,PAYPAL,TRUE,JUEVES,no_cancelada
227,7,PAYPAL,TRUE,JUEVES,no_cancelada
206,1,EFECTIVO,TRUE,DOMINGO,no_cancelada
281,4,TARJETA_DEBITO,FALSE,SABADO,no_cancelada
363,6,TARJETA_DEBITO,FALSE,SABADO,no_cancelada
39,3,EFECTIVO,FALSE,MIERCOLES,no_cancelada
141,2,TARJETA_CREDITO,TRUE,SABADO,no_cancelada
234,2,EFECTIVO,TRUE,MARTES,no_cancelada
305,8,TARJETA_CREDITO,FALSE,DOMINGO,no_cancelada
32,1,TRANSFERENCIA,FALSE,MIERCOLES,no_cancelada
223,9,TARJETA_DEBITO,TRUE,JUEVES,no_cancelada
130,2,TARJETA_DEBITO,FALSE,VIERNES,no_cancelada
45,8,PAYPAL,TRUE,MARTES,no_cancelada
239,2,TARJETA_DEBITO,FALSE,MIERCOLES,no_cancelada
155,7,TRANSFERENCIA,TRUE,LUNES,no_cancelada
7,2,TARJETA_DEBITO,TRUE,LUNES,no_cancelada
